frame,price,supplier
MDF726-62,3.722355,fotiou
MDF726-84,4.485915,fotiou
MDF726-87,3.722355,fotiou
MDF727-48,6.416025,fotiou
MDF727-51,7.476525,fotiou
MDF727-53,6.416025,fotiou
MDF727-54,6.416025,fotiou
MDF727-62,6.416025,fotiou
MDF727-84,7.476525,fotiou
MDF728-09,2.9906099999999998,fotiou
MDF728-26,2.9906099999999998,fotiou
MDF729-351,1.6968,fotiou
MDF729-352,1.6968,fotiou
MDF729-380,1.6968,fotiou
MDF729-402,1.6968,fotiou
MDF729-403,1.6968,fotiou
MDF729-410,1.6968,fotiou
MDF729-411,1.6968,fotiou
MDF729-412,1.6968,fotiou
MDF729-413,1.6968,fotiou
MDF729-414,1.6968,fotiou
MDF729-415,1.6968,fotiou
MDF729-416,1.6968,fotiou
MDF729-417,1.6968,fotiou
MDF729-418,1.6968,fotiou
MDF729-419,1.6968,fotiou
MDF729-420,1.6968,fotiou
MDF729-421,1.6968,fotiou
MDF729-447,1.6968,fotiou
MDF729-456,1.6968,fotiou
MDF729-55,2.1846300000000003,fotiou
MDF729-67,1.6968,fotiou
MDF729-811,2.1846300000000003,fotiou
MDF729-822,2.1846300000000003,fotiou
MDF729-851,2.1846300000000003,fotiou
MDF729-861,2.1846300000000003,fotiou
MDF729-87,1.6968,fotiou
MDF729-871,2.1846300000000003,fotiou
MDF729-965,2.4179399999999998,fotiou
MDF729-967,2.4179399999999998,fotiou
MDF729-968,2.4179399999999998,fotiou
MDF729-969,3.3723900000000007,fotiou
MDF730-51,5.13282,fotiou
MDF730-53,4.263209999999999,fotiou
MDF730-54,4.263209999999999,fotiou
MDF730-62,4.263209999999999,fotiou
MDF730-82,5.13282,fotiou
MDF730-87,4.263209999999999,fotiou
MDF730-950,4.263209999999999,fotiou
MDF730-953,4.263209999999999,fotiou
MDF730-954,4.263209999999999,fotiou
MDF742-11,2.3331,fotiou
MDF742-50,2.3331,fotiou
MDF742-67,2.3331,fotiou
MDF742-87,2.3331,fotiou
MDF742-948,2.3331,fotiou
MDF750-62,3.298155,fotiou
MDF750-87,3.298155,fotiou
MDF750-967,4.485915,fotiou
MDF751-48,3.722355,fotiou
MDF751-51,4.485915,fotiou
MDF751-53,3.722355,fotiou
MDF751-54,3.722355,fotiou
MDF751-62,3.722355,fotiou
MDF751-84,4.602569999999999,fotiou
MDF751-911,3.722355,fotiou
MDF751-950,3.722355,fotiou
MDF751-953,3.722355,fotiou
MDF751-954,3.722355,fotiou
MDF777-11,5.450969999999999,fotiou
MDF777-51,6.288765,fotiou
MDF777-53,5.450969999999999,fotiou
MDF777-54,5.450969999999999,fotiou
MDF777-62,5.450969999999999,fotiou
MDF777-67,5.450969999999999,fotiou
MDF777-82,6.288765,fotiou
MDF777-87,5.450969999999999,fotiou
MDF777-911,5.450969999999999,fotiou
MDF777-950,5.450969999999999,fotiou
MDF777-953,5.450969999999999,fotiou
MDF777-954,5.450969999999999,fotiou
MDF780-87,2.683065,fotiou
MDF781-51,4.0299,fotiou
MDF781-87,3.3405750000000003,fotiou
MDF788-87,2.9163750000000004,fotiou
MDF789-11,4.263209999999999,fotiou
MDF789-87,4.263209999999999,fotiou
MDF791-87,2.9163750000000004,fotiou
MDF799-48,13.351695,fotiou
MDF799-51,12.397245,fotiou
MDF799-62,12.397245,fotiou
MDF799-911,13.245645,fotiou
NCSTR 1,2.58762,fotiou
SD170S,9.3324,fotiou
STR11/2,2.665794,fotiou
STR13/4,2.665794,fotiou
STR2,3.53298,fotiou
STR21/2,3.436626,fotiou
STR3/4,2.1917,fotiou
T092DA,36.619065000000006,fotiou
T092GO,36.619065000000006,fotiou
X1152-1,3.6186279999999997,fotiou
1000,1.91,decor
1001,2.56,decor
1009,4.11,decor
1010,4.11,decor
1011,2.04,decor
1012,2.05,decor
1015,2.27,decor
1016,2.27,decor
1021,2.48,decor
1022,2.48,decor
1028,1.93,decor
1029,1.63,decor
1041,6.58,decor
1042,6.58,decor
1043,5.6,decor
1045,2.1,decor
1046,1.94,decor
1047,1.94,decor
1050,2.81,decor
1054,2.65,decor
1057,1.89,decor
1058,2.04,decor
1060,2.05,decor
1061,2.05,decor
1064,1.55,decor
1074,2.36,decor
1075,2.36,decor
1078,7.72,decor
1081,2.39,decor
1082,2.51,decor
1084,3.03,decor
1087,3.92,decor
1088,3.92,decor
1091,3.22,decor
1092,3.22,decor
1094,2.78,decor
1200,1.43,decor
1201,1.87,decor
1202,2.11,decor
1203,3.06,decor
1204,4.11,decor
1205,2.05,decor
1206,2.05,decor
1207,4.18,decor
1222,3.92,decor
1238,2.05,decor
2001,1.72,decor
2002,2.15,decor
2003,2.52,decor
2004,3.54,decor
2005,1.31,decor
2006,1.49,decor
2007,1.14,decor
2008,1.23,decor
2009,1.28,decor
2010,1.7,decor
2011,1.7,decor
2014,1.7,decor
2016,1.7,decor
2019,2.56,decor
2020,2.01,decor
2021,1.75,decor
2025,3.58,decor
2035,2.06,decor
2039,7.75,decor
2073,3.74,decor
2083,5.07,decor
2084,6.21,decor
2090,1.67,decor
2091,1.75,decor
2094,4.34,decor
4000,1.44,decor
4003,1.77,decor
4112,4.54,decor
4131,2.39,decor
4132,2.39,decor
4139,1.93,decor
5000,1.83,decor
5012,2.56,decor
5013,3.59,decor
5016,2.22,decor
5018,3.65,decor
5019,3.65,decor
5020,2.14,decor
5021,2.14,decor
5022,2.24,decor
5023,1.7,decor
5026,3.2,decor
5027,3.2,decor
5028,6.78,decor
5029,8.8,decor
5030,9.05,decor
5031,3.38,decor
5032,3.38,decor
5033,5.05,decor
5034,2.33,decor
5040,2.75,decor
5042,3.07,decor
5043,1.7,decor
5044,1.7,decor
6022,2.61,decor
6025,3.2,decor
6026,3.2,decor
6122,1.19,decor
6124,2.76,decor
6128,1.22,decor
6129,1.44,decor
6130,1.55,decor
6132,1.66,decor
6134,1.88,decor
6135,2.25,decor
6136,2.33,decor
6137,3.18,decor
6142,2.1,decor
6144,4.85,decor
6149,5.66,decor
6161,3.14,decor
6181,1.33,decor
6182,1.58,decor
6183,1.14,decor
6184,1.26,decor
6185,1.28,decor
6188,2.04,decor
6199,6.46,decor
6237,1.17,decor
6238,1.17,decor
6240,1.13,decor
6241,1.17,decor
6243,1.69,decor
6247,5.69,decor
6263,3.83,decor
6272,2.24,decor
6280,1.69,decor
6290,5.2,decor
6292,3.56,decor
6294,3.6,decor
6300,2.42,decor
6301,2.13,decor
6314,3.73,decor
6315,3.73,decor
6319,2.47,decor
6320,2.3,decor
6323,4.34,decor
6327,2.33,decor
6328,2.33,decor
6329,2.15,decor
6330,2.96,decor
6331,2.96,decor
6332,2.75,decor
6333,3.66,decor
6334,3.66,decor
6335,3.32,decor
6341,1.92,decor
6342,1.92,decor
6343,1.79,decor
6346,2.73,decor
6347,2.16,decor
6348,2.75,decor
6349,3.2,decor
6350,2.33,decor
6351,2.96,decor
6352,2.7,decor
6353,2.7,decor
6354,1.98,decor
6355,2.33,decor
6359,1.12,decor
6375,1.93,decor
6376,1.93,decor
6377,2.25,decor
6378,2.16,decor
6379,3.61,decor
6380,3.61,decor
6383,1.75,decor
6384,1.75,decor
6385,2.06,decor
6387,2.15,decor
6388,2.15,decor
6394,1.69,decor
6395,2.53,decor
6399,2.33,decor
6405,2.37,decor
6412,14.28,decor
6413,2.05,decor
6416,2.0,decor
6417,2.0,decor
6419,1.92,decor
6435,1.65,decor
6436,3.66,decor
6456,1.6,decor
6457,1.6,decor
6459,1.58,decor
6460,11.27,decor
6472,3.59,decor
6473,3.56,decor
6477,1.7,decor
6478,1.7,decor
6480,3.47,decor
6484,2.27,decor
6492,3.54,decor
6514,3.19,decor
6515,2.87,decor
6520,2.53,decor
6521,3.77,decor
6525,3.06,decor
6526,3.06,decor
6528,1.25,decor
6538,2.6,decor
6540,3.6,decor
6554,2.81,decor
6558,1.92,decor
6559,1.92,decor
6560,3.34,decor
6561,3.34,decor
6564,2.07,decor
6565,2.12,decor
6573,4.41,decor
6596,2.01,decor
6601,4.32,decor
6607,3.96,decor
6609,4.5,decor
6610,5.93,decor
6616,2.77,decor
6633,1.17,decor
6661,2.21,decor
6662,3.96,decor
6668,2.29,decor
6680,2.86,decor
6694,1.13,decor
6700,2.42,decor
6701,2.48,decor
6702,3.72,decor
6711,2.09,decor
6776,3.65,decor
6777,3.56,decor
6800,4.04,decor
6810,3.1,decor
6824,2.05,decor
6831,1.96,decor
6832,2.05,decor
6852,11.81,decor
6859,1.83,decor
6860,1.83,decor
6862,1.83,decor
6864,1.75,decor
6865,1.75,decor
6867,2.15,decor
6868,2.13,decor
6869,3.08,decor
6871,0.66,decor
6872,0.66,decor
6873,0.66,decor
6875,0.66,decor
6901,1.51,decor
6902,1.66,decor
6903,1.75,decor
6914,6.24,decor
6915,2.92,decor
6916,2.92,decor
6929,6.6,decor
6939,2.36,decor
6950,4.57,decor
6957,4.62,decor
6963,4.62,decor
6981,4.92,decor
6982,2.9,decor
6986,1.24,decor
6996,1.93,decor
7005,0.85,decor
7070,2.16,decor
7102,0.85,decor
7116,1.61,decor
7117,1.61,decor
7125,0.48,decor
7142,1.34,decor
7156,1.44,decor
7157,1.44,decor
7158,2.64,decor
7162,0.91,decor
7167,1.48,decor
7192,1.18,decor
7210,1.43,decor
7217,1.18,decor
7218,0.85,decor
7223,1.26,decor
7230,1.28,decor
7233,0.97,decor
7245,0.89,decor
7256,1.23,decor
7266,1.24,decor
7267,1.45,decor
7273,1.54,decor
7299,1.52,decor
7303,1.82,decor
7304,1.82,decor
7310,1.82,decor
7316,2.76,decor
7319,1.61,decor
7321,1.61,decor
7322,1.61,decor
7323,1.61,decor
7329,0.87,decor
7330,0.97,decor
7331,0.68,decor
7332,1.54,decor
7335,2.95,decor
7336,1.56,decor
7337,1.56,decor
7338,1.6,decor
7341,1.41,decor
7343,1.46,decor
7345,1.18,decor
7346,1.18,decor
7347,1.18,decor
7348,1.63,decor
7349,1.63,decor
7351,0.91,decor
7352,0.91,decor
7353,0.91,decor
7369,2.75,decor
7370,2.75,decor
7371,2.75,decor
7372,2.75,decor
7378,1.87,decor
7385,0.83,decor
7386,0.83,decor
7387,1.31,decor
7389,1.31,decor
7396,1.18,decor
7397,1.18,decor
7398,1.63,decor
7400,1.63,decor
7404,2.26,decor
7406,2.26,decor
7407,3.05,decor
7410,3.05,decor
7413,1.61,decor
7414,1.61,decor
7419,1.43,decor
7420,1.43,decor
7429,1.29,decor
7430,1.29,decor
7431,1.29,decor
7432,1.29,decor
7434,1.43,decor
7437,1.43,decor
7439,1.01,decor
7441,0.99,decor
7442,1.29,decor
7443,1.29,decor
7444,1.99,decor
7445,1.99,decor
7446,1.99,decor
7447,1.99,decor
7448,1.99,decor
7449,1.99,decor
7451,1.53,decor
7452,1.53,decor
7454,2.66,decor
7455,2.66,decor
7457,0.77,decor
7458,0.77,decor
7461,0.77,decor
7464,0.79,decor
7466,2.46,decor
7468,2.46,decor
7470,2.46,decor
7475,1.43,decor
7479,1.43,decor
7482,1.06,decor
7483,1.06,decor
7489,1.03,decor
7491,0.89,decor
7492,0.69,decor
7493,1.01,decor
7495,1.45,decor
7496,0.88,decor
7500,1.31,decor
7501,1.31,decor
7502,1.31,decor
7503,1.31,decor
7504,0.84,decor
7505,1.31,decor
7506,1.47,decor
7507,1.47,decor
7508,1.47,decor
7509,1.47,decor
7517,1.68,decor
7518,1.26,decor
7519,1.87,decor
7530,1.01,decor
7532,2.68,decor
7533,1.01,decor
7534,1.54,decor
7537,2.32,decor
7538,2.32,decor
7543,1.18,decor
7556,1.47,decor
7559,2.32,decor
7562,2.32,decor
7563,2.32,decor
7564,1.54,decor
7565,1.54,decor
7568,0.97,decor
7573,1.63,decor
7574,1.47,decor
7575,1.52,decor
7576,1.52,decor
7578,2.6,decor
7579,2.6,decor
7582,2.18,decor
7595,1.61,decor
7596,1.61,decor
7601,1.48,decor
7602,1.48,decor
7606,1.48,decor
7607,1.48,decor
7616,0.88,decor
7623,1.47,decor
7628,2.53,decor
7636,1.07,decor
7637,1.07,decor
7638,1.07,decor
7639,1.34,decor
7640,1.29,decor
7641,1.34,decor
7642,1.8,decor
7644,1.8,decor
7645,1.29,decor
7651,1.03,decor
7652,1.03,decor
7660,1.8,decor
7661,1.8,decor
7662,1.8,decor
7663,1.8,decor
7668,0.87,decor
7671,1.24,decor
7672,1.81,decor
7673,1.81,decor
7679,2.53,decor
7682,1.29,decor
7683,1.29,decor
7685,1.98,decor
7687,1.61,decor
7689,2.27,decor
7694,1.9,decor
7697,1.45,decor
7699,1.29,decor
7700,1.98,decor
7701,1.86,decor
7703,1.86,decor
7720,1.69,decor
7722,1.69,decor
7726,1.69,decor
7728,1.69,decor
7733,1.76,decor
7734,1.76,decor
7742,0.96,decor
7758,1.53,decor
7762,1.06,decor
7763,1.06,decor
7764,1.06,decor
7765,1.18,decor
7767,1.18,decor
7771,1.18,decor
7775,1.2,decor
7780,1.06,decor
7794,1.36,decor
7795,1.36,decor
7796,1.36,decor
7797,1.36,decor
7798,1.36,decor
7799,1.36,decor
7800,1.36,decor
7801,2.89,decor
7802,2.89,decor
7803,2.89,decor
7804,2.89,decor
7805,2.89,decor
7806,2.89,decor
7807,2.89,decor
7808,1.8,decor
7809,1.8,decor
7810,1.8,decor
8022,2.99,decor
8044,1.92,decor
8048,7.61,decor
8049,17.77,decor
8057,3.85,decor
8059,5.63,decor
8068,7.35,decor
8080,7.25,decor
8081,7.25,decor
8083,2.97,decor
8084,2.97,decor
8085,3.98,decor
8086,4.03,decor
8088,3.97,decor
8089,3.97,decor
8090,5.07,decor
8092,3.85,decor
8116,13.99,decor
8117,11.16,decor
8135,3.14,decor
8136,4.0,decor
8137,4.87,decor
8152,2.84,decor
8153,3.73,decor
8154,4.76,decor
8156,3.73,decor
8157,4.76,decor
8162,1.17,decor
8179,1.17,decor
8185,8.06,decor
8191,2.0,decor
8192,2.0,decor
8193,1.75,decor
8203,2.08,decor
8204,2.33,decor
8205,2.82,decor
8206,4.18,decor
8211,2.0,decor
8214,2.39,decor
8216,2.08,decor
8217,2.08,decor
8218,1.93,decor
8220,2.15,decor
8221,2.15,decor
8222,2.08,decor
8223,2.08,decor
8258,2.79,decor
8284,2.08,decor
8285,2.08,decor
8289,1.93,decor
8294,4.49,decor
8295,4.49,decor
8296,4.95,decor
8298,3.13,decor
8299,2.34,decor
8335,3.5,decor
8340,2.52,decor
8353,2.84,decor
8354,2.84,decor
8356,3.65,decor
8370,2.56,decor
8371,2.56,decor
8372,5.87,decor
8373,5.87,decor
8374,3.37,decor
8375,1.91,decor
8376,3.32,decor
8399,4.92,decor
8401,3.01,decor
8402,4.63,decor
8404,2.25,decor
8405,2.25,decor
8406,3.83,decor
8409,2.25,decor
8410,2.13,decor
8411,2.16,decor
8412,1.98,decor
8413,3.42,decor
8414,1.93,decor
8415,2.15,decor
8416,2.15,decor
8417,2.15,decor
8427,3.48,decor
8432,3.9,decor
8434,4.7,decor
8437,5.34,decor
8440,3.06,decor
8441,2.84,decor
8444,4.01,decor
8446,1.72,decor
8447,3.22,decor
8448,5.23,decor
8449,2.91,decor
8483,4.53,decor
8504,3.53,decor
8505,4.97,decor
8508,4.78,decor
8517,7.72,decor
8518,2.87,decor
8528,1.19,decor
8549,1.92,decor
8563,7.22,decor
8564,7.22,decor
8575,1.83,decor
8576,1.92,decor
8578,2.35,decor
8579,2.61,decor
8607,4.23,decor
8609,0.77,decor
8610,1.46,decor
8613,2.49,decor
8614,3.57,decor
8615,3.57,decor
8622,1.2,decor
8624,1.26,decor
8627,1.58,decor
8630,1.85,decor
8633,1.14,decor
8635,1.85,decor
8636,1.85,decor
8637,2.56,decor
8641,6.52,decor
8643,7.25,decor
8644,3.06,decor
8645,4.7,decor
8646,3.07,decor
8647,3.65,decor
8648,4.23,decor
8668,2.17,decor
8679,3.64,decor
8682,3.93,decor
8683,4.01,decor
8686,3.33,decor
8687,3.9,decor
8688,3.19,decor
8689,2.65,decor
8690,2.54,decor
8691,3.27,decor
8692,3.62,decor
8693,1.81,decor
8694,1.26,decor
8700,4.68,decor
8701,4.08,decor
8702,4.04,decor
8703,3.56,decor
8704,5.19,decor
8708,4.04,decor
8709,4.04,decor
8710,3.73,decor
8711,3.26,decor
8712,2.71,decor
8713,3.26,decor
8714,8.42,decor
8715,8.42,decor
8716,7.26,decor
8728,2.39,decor
8730,2.23,decor
8732,3.8,decor
8734,3.66,decor
8738,5.82,decor
8741,2.04,decor
8744,1.9,decor
8745,1.9,decor
8746,1.9,decor
8747,1.9,decor
8748,1.9,decor
8749,1.9,decor
8750,1.9,decor
8751,2.66,decor
8752,2.66,decor
8753,2.66,decor
8754,2.66,decor
8755,2.66,decor
8756,2.66,decor
8757,2.66,decor
8758,2.75,decor
8759,2.75,decor
8760,2.75,decor
8761,2.75,decor
8762,2.75,decor
8763,2.75,decor
8764,2.75,decor
8765,4.21,decor
8766,4.21,decor
8767,4.21,decor
8768,4.21,decor
8770,4.21,decor
8771,4.21,decor
8772,6.45,decor
8781,2.25,decor
8782,2.33,decor
8783,2.81,decor
8789,3.83,decor
8790,4.25,decor
8791,3.79,decor
8797,7.72,decor
8800,1.98,decor
8801,5.84,decor
8808,2.97,decor
8809,5.22,decor
8810,5.6,decor
8811,3.07,decor
8812,1.67,decor
8815,2.76,decor
8816,2.76,decor
8817,2.76,decor
8818,2.5,decor
8819,2.5,decor
8820,2.91,decor
8821,2.91,decor
8822,2.91,decor
8823,2.91,decor
8824,4.44,decor
8837,4.53,decor
8838,4.62,decor
8841,7.07,decor
8842,6.78,decor
8860,5.72,decor
8862,4.75,decor
8864,5.18,decor
8866,7.94,decor
8867,7.18,decor
8871,4.35,decor
8876,6.39,decor
8877,6.39,decor
8879,3.8,decor
8880,3.97,decor
8881,5.22,decor
8890,2.32,decor
8894,7.27,decor
8919,5.18,decor
8947,2.34,decor
8948,4.92,decor
8949,4.92,decor
8950,2.46,decor
8955,6.27,decor
8956,6.27,decor
8963,3.35,decor
8969,2.39,decor
8970,2.24,decor
8971,3.15,decor
8981,2.7,decor
8985,4.67,decor
8987,7.69,decor
8989,1.41,decor
8990,1.79,decor
8991,2.86,decor
8992,3.61,decor
8993,1.79,decor
9002,1.31,decor
9003,1.38,decor
9005,4.49,decor
9007,7.33,decor
9011,3.63,decor
9027,2.81,decor
9028,2.87,decor
9030,2.07,decor
9033,4.67,decor
9035,3.21,decor
9058,1.17,decor
9059,1.17,decor
9063,2.63,decor
9064,3.33,decor
9070,4.69,decor
9073,2.93,decor
9074,3.82,decor
9088,6.27,decor
9089,2.29,decor
9093,5.32,decor
9106,3.31,decor
9125,7.07,decor
9135,2.02,decor
9136,2.02,decor
9146,4.94,decor
9160,1.79,decor
9161,1.79,decor
9163,1.79,decor
9164,1.31,decor
9169,1.58,decor
9170,6.83,decor
9172,3.18,decor
9174,3.19,decor
9202,2.98,decor
9204,5.22,decor
9209,2.9,decor
9213,1.85,decor
9216,3.11,decor
9217,3.15,decor
9220,1.8,decor
9233,3.84,decor
9240,3.84,decor
9244,5.41,decor
9245,4.45,decor
9268,1.6,decor
9272,2.77,decor
9273,2.77,decor
9274,1.92,decor
9278,1.92,decor
9279,1.92,decor
9280,5.41,decor
9281,2.63,decor
9282,2.66,decor
9283,3.05,decor
9311,5.1,decor
9321,1.54,decor
9322,1.54,decor
9329,1.86,decor
9330,1.92,decor
9331,1.86,decor
9345,5.93,decor
9391,3.01,decor
9392,4.14,decor
9405,3.13,decor
9406,4.23,decor
9407,4.23,decor
9410,2.15,decor
9411,2.15,decor
9412,3.06,decor
9415,4.29,decor
9416,2.71,decor
9417,2.71,decor
9420,5.3,decor
9426,6.18,decor
9436,9.22,decor
9437,8.11,decor
9438,1.88,decor
9439,1.75,decor
9440,2.03,decor
9447,2.59,decor
9448,3.18,decor
9449,1.42,decor
9450,1.19,decor
9452,5.64,decor
9465,3.61,decor
9469,6.52,decor
9471,5.25,decor
9472,5.53,decor
9477,4.54,decor
9478,4.39,decor
9479,4.35,decor
9482,2.26,decor
9483,2.35,decor
9487,2.47,decor
9491,4.55,decor
9503,9.09,decor
9515,2.33,decor
9529,4.32,decor
9530,4.65,decor
9531,2.57,decor
9532,3.75,decor
9533,2.46,decor
9534,2.87,decor
9535,2.57,decor
9565,3.61,decor
9574,2.24,decor
9577,1.49,decor
9578,1.75,decor
9579,1.7,decor
9580,2.08,decor
9581,1.61,decor
9582,2.38,decor
9583,2.12,decor
9588,2.63,decor
9589,2.8,decor
9590,2.8,decor
9596,1.81,decor
9599,3.29,decor
9600,3.29,decor
9605,1.84,decor
9606,1.84,decor
9609,1.84,decor
9610,2.05,decor
9629,3.82,decor
9630,3.82,decor
9631,4.42,decor
9633,3.3,decor
9634,3.3,decor
9635,5.46,decor
9636,5.46,decor
9637,7.68,decor
9638,7.68,decor
9639,2.77,decor
9640,2.84,decor
9654,5.15,decor
9657,2.19,decor
9658,4.39,decor
9663,2.18,decor
9664,2.71,decor
9665,2.29,decor
9666,2.29,decor
9667,2.1,decor
9668,2.05,decor
9669,2.1,decor
9671,3.2,decor
9674,5.27,decor
9681,2.5,decor
9684,3.35,decor
9688,2.77,decor
9690,5.25,decor
9692,3.99,decor
9693,2.13,decor
9703,3.2,decor
9704,1.17,decor
9707,3.2,decor
9708,4.71,decor
9709,3.2,decor
9711,2.32,decor
9722,2.65,decor
9729,3.2,decor
9731,2.48,decor
9732,2.89,decor
9733,2.89,decor
9734,4.77,decor
9735,4.77,decor
9736,8.98,decor
9737,8.98,decor
9758,2.4,decor
9759,2.29,decor
9764,3.6,decor
9785,5.15,decor
9786,4.89,decor
9792,2.73,decor
9797,3.78,decor
9798,3.8,decor
9799,4.71,decor
9801,5.89,decor
9802,5.89,decor
9806,2.05,decor
9818,5.94,decor
9820,1.33,decor
9821,1.98,decor
9829,2.74,decor
9831,2.74,decor
9842,1.77,decor
9843,2.18,decor
9844,2.69,decor
9845,1.7,decor
9858,2.94,decor
9860,2.94,decor
9861,3.65,decor
9862,2.09,decor
9865,2.97,decor
9869,3.59,decor
9873,3.44,decor
9874,3.44,decor
9875,3.44,decor
9876,3.52,decor
9878,2.36,decor
9879,2.36,decor
9880,2.36,decor
9881,2.36,decor
9885,2.82,decor
9891,1.34,decor
9892,1.48,decor
9893,7.38,decor
9895,6.18,decor
9896,6.08,decor
9897,5.0,decor
9911,2.58,decor
9912,2.45,decor
9913,3.95,decor
9914,3.95,decor
9915,3.95,decor
9917,6.32,decor
9919,1.4,decor
9932,1.79,decor
9935,1.77,decor
9937,2.28,decor
9940,2.37,decor
9942,2.77,decor
9945,2.97,decor
9950,2.06,decor
9951,6.34,decor
9952,6.34,decor
9959,1.98,decor
9960,0.99,decor
9961,1.37,decor
9971,5.37,decor
9996,10.44,decor
9999,2.04,decor
10004,3.06,decor
10017,1.96,decor
10020,2.22,decor
10021,3.03,decor
10022,1.93,decor
10034,8.12,decor
10035,8.12,decor
10036,5.58,decor
10041,2.54,decor
10045,3.2,decor
10046,2.71,decor
10048,1.21,decor
10051,2.36,decor
10065,5.5,decor
10066,5.67,decor
10079,4.22,decor
10083,10.97,decor
10088,12.44,decor
10089,12.44,decor
10090,12.44,decor
10094,12.72,decor
10095,12.72,decor
10096,12.72,decor
10101,1.93,decor
10104,3.75,decor
10105,3.75,decor
10114,3.3,decor
10115,7.08,decor
10116,9.87,decor
10117,2.64,decor
10118,3.54,decor
10120,3.55,decor
10121,3.44,decor
10123,2.34,decor
10124,3.7,decor
10125,3.7,decor
10135,2.57,decor
10136,2.57,decor
10146,8.22,decor
10161,2.24,decor
10165,2.33,decor
10166,2.33,decor
10167,2.33,decor
10168,2.33,decor
10169,2.33,decor
10170,2.25,decor
10171,2.16,decor
10172,3.12,decor
10173,3.12,decor
10174,3.12,decor
10178,1.67,decor
10187,2.22,decor
10188,2.22,decor
10211,2.31,decor
10212,2.31,decor
10214,6.68,decor
10215,6.68,decor
10216,6.68,decor
10226,3.71,decor
10227,3.71,decor
10229,2.66,decor
10230,2.66,decor
10232,2.01,decor
10233,2.01,decor
10234,2.06,decor
10235,2.28,decor
10236,2.28,decor
10237,2.28,decor
10238,3.78,decor
10239,3.78,decor
10240,3.65,decor
10242,4.07,decor
10245,4.35,decor
10246,4.48,decor
10247,4.48,decor
10248,4.35,decor
10251,2.17,decor
10254,2.25,decor
10259,1.19,decor
10272,4.39,decor
10273,4.85,decor
10274,4.85,decor
10275,8.24,decor
10276,8.24,decor
10279,3.51,decor
10304,6.06,decor
10319,2.36,decor
10320,2.36,decor
10321,2.36,decor
10322,2.36,decor
10325,3.28,decor
10326,3.28,decor
10327,3.28,decor
10328,4.92,decor
10329,4.92,decor
10330,4.92,decor
10331,6.96,decor
10332,6.96,decor
10333,6.96,decor
10334,3.1,decor
10336,2.78,decor
10338,4.41,decor
10341,3.23,decor
10342,4.41,decor
10350,4.79,decor
10351,2.93,decor
10352,2.93,decor
10353,4.73,decor
10355,2.77,decor
10356,2.77,decor
10357,3.94,decor
10363,11.38,decor
10364,11.67,decor
10378,2.56,decor
10379,2.66,decor
10386,1.77,decor
10387,1.77,decor
10388,1.77,decor
10389,1.77,decor
10394,2.05,decor
10397,2.05,decor
10399,1.72,decor
10400,1.72,decor
10401,1.72,decor
10402,1.72,decor
10403,1.72,decor
10406,1.72,decor
10407,1.72,decor
10408,1.72,decor
10409,2.55,decor
10411,2.49,decor
10415,1.63,decor
10416,1.63,decor
10417,1.63,decor
10421,2.54,decor
10426,3.53,decor
10427,3.79,decor
10428,3.79,decor
10431,1.97,decor
10432,1.97,decor
10433,2.04,decor
10435,3.44,decor
10439,5.76,decor
10447,1.94,decor
10448,1.94,decor
10449,1.94,decor
10450,1.94,decor
10451,1.94,decor
10452,1.94,decor
10453,1.94,decor
10454,2.67,decor
10455,2.67,decor
10456,3.97,decor
10457,3.97,decor
10458,3.82,decor
10459,3.82,decor
10462,8.4,decor
10463,8.4,decor
10465,3.81,decor
10466,3.81,decor
10468,2.72,decor
10470,2.72,decor
10471,2.72,decor
10472,2.72,decor
10473,2.72,decor
10474,2.08,decor
10475,2.08,decor
10477,2.08,decor
10478,2.08,decor
10479,2.08,decor
10480,2.08,decor
10481,1.65,decor
10482,1.65,decor
10483,1.65,decor
10484,1.65,decor
10485,1.65,decor
10486,1.65,decor
10487,1.65,decor
10488,3.2,decor
10493,3.07,decor
10494,2.53,decor
10495,2.53,decor
10496,3.54,decor
10497,3.43,decor
10498,3.79,decor
10499,3.79,decor
10500,2.74,decor
10501,4.07,decor
10505,6.08,decor
10506,6.08,decor
10507,2.7,decor
10508,2.7,decor
10509,3.71,decor
10510,3.71,decor
10511,2.67,decor
10512,3.97,decor
10513,3.82,decor
10515,8.4,decor
10516,7.71,decor
10517,14.09,decor
10518,7.71,decor
10519,14.09,decor
10520,7.71,decor
10524,5.11,decor
10525,5.11,decor
10526,5.11,decor
10527,5.11,decor
10528,3.66,decor
10529,3.66,decor
10530,3.66,decor
10531,3.66,decor
10538,2.15,decor
10541,2.15,decor
10543,2.48,decor
10544,2.48,decor
10548,6.03,decor
10549,6.43,decor
10550,6.43,decor
10564,6.48,decor
10565,6.48,decor
10566,4.01,decor
10567,3.57,decor
10568,3.72,decor
10569,1.92,decor
10570,1.92,decor
10571,2.44,decor
10572,2.44,decor
10573,0.88,decor
10574,1.61,decor
10575,1.61,decor
10578,2.61,decor
10585,1.61,decor
10586,1.61,decor
10587,1.92,decor
10588,1.92,decor
10589,2.44,decor
10590,2.44,decor
10592,2.94,decor
10593,3.8,decor
10594,4.78,decor
10595,6.43,decor
10596,7.69,decor
10597,10.52,decor
10598,10.52,decor
10599,3.54,decor
10600,3.54,decor
10602,3.8,decor
10603,4.78,decor
10604,6.43,decor
10605,7.69,decor
10606,2.15,decor
